phenotype,peak_value,lower_bound,upper_bound,n_patients
thioridazine__optimal_dose,26059.1570309586,18374.412532637078,260443.86422976502,125
lithium__optimal_dose,409033.4588095109,139189.1891891892,3313827.655310621,54
tadalafil__optimal_dose,2470.7703766758887,472.4409448818898,6181.953607150457,593
tadalafil__optimal_dose,9893.136837625027,6181.953607150457,15031.698233666739,1716
tadalafil__optimal_dose,20170.259629708453,15031.698233666739,57567.56756756757,1523
oxycodone__optimal_dose,11080.65953654189,1372.549019607843,389696.9696969697,327
flupentixol__optimal_dose,562.4973656480506,153.84615384615384,27397.260273972603,443
diazepam__optimal_dose,1926.236842105263,200.0,2337.245614035088,16964
diazepam__optimal_dose,2748.254385964912,2337.245614035088,3899.078947368421,338
diazepam__optimal_dose,5049.903508771929,3899.078947368421,7515.956140350877,6086
diazepam__optimal_dose,9982.008771929824,7515.956140350877,16640.35087719298,130
olmesartan__optimal_dose,9781.627641026602,4519.600307455803,14793.082244427362,97
olmesartan__optimal_dose,19804.536847828123,14793.082244427362,54634.14634146341,61
valsartan__optimal_dose,40074.28571428572,9523.809523809523,59842.24089635855,157
valsartan__optimal_dose,79610.19607843139,59842.24089635855,119146.10644257705,393
valsartan__optimal_dose,158682.0168067227,119146.10644257705,368941.17647058825,135
ivabradine__optimal_dose,5078.32684436458,3456.7901234567903,22533.69272237197,65
citalopram__optimal_dose,10132.258064516129,1935.483870967742,15206.451612903227,2922
citalopram__optimal_dose,20280.645161290326,15206.451612903227,80000.0,4472
donepezil__optimal_dose,10025.345622119818,1428.5714285714287,20322.58064516129,83
varenicline__optimal_dose,495.3588516746412,294.7368421052632,749.4800637958533,124
varenicline__optimal_dose,1003.6012759170653,749.4800637958533,1137.3492822966505,740
varenicline__optimal_dose,1271.0972886762358,1137.3492822966505,2969.6969696969695,131
nifedipine__optimal_dose,5546.114864864865,1621.6216216216217,12834.45945945946,680
nifedipine__optimal_dose,20122.804054054053,12834.45945945946,25168.58108108108,270
nifedipine__optimal_dose,30214.358108108107,25168.58108108108,45351.68918918919,419
nifedipine__optimal_dose,60489.020270270266,45351.68918918919,113750.0,70
escitalopram__optimal_dose,4801.724137931034,2592.5925925925926,7412.515964240102,164
escitalopram__optimal_dose,10023.30779054917,7412.515964240102,15044.061302681992,655
escitalopram__optimal_dose,20064.814814814814,15044.061302681992,42758.620689655174,69
frovatriptan__optimal_dose,2502.7976190476193,283.3333333333333,3571.4285714285716,188
domperidone__optimal_dose,5091.260886878567,1474.2014742014742,7595.378941808864,97
domperidone__optimal_dose,10099.496996739159,7595.378941808864,11768.909033359356,7529
domperidone__optimal_dose,13438.321069979553,11768.909033359356,21785.381253080533,175
domperidone__optimal_dose,30132.441436181514,21785.381253080533,57121.26936154137,121
colestyramine__optimal_dose,4063391.1276329793,1880877.7429467086,19340984.820436876,490
cinnarizine__optimal_dose,14694.816230281347,5232.558139534884,70489.51048951049,4749
clopidogrel__optimal_dose,75317.77895087798,20281.17359413203,167045.45454545456,2443
apomorphine__optimal_dose,1837.384651010208,155.84415584415584,112258.54383358097,170
pethidine__optimal_dose,49842.39482200647,13333.333333333334,210679.61165048543,266
nitrazepam__optimal_dose,4990.822925958964,1016.9491525423729,17236.842105263157,773
melatonin__optimal_dose,1996.1419484052494,962.5668449197861,11842.304776345716,302
tolfenamic_acid__optimal_dose,200167.2310371517,41279.6697626419,280208.3333333333,84
zopiclone__optimal_dose,2463.058526266306,447.76119402985074,3099.4682101304497,278
zopiclone__optimal_dose,3735.8778939945933,3099.4682101304497,5645.106945587025,7147
zopiclone__optimal_dose,7554.335997179456,5645.106945587025,21661.417322834644,6388
ciprofibrate__optimal_dose,99613.63636363635,13636.363636363636,190909.0909090909,70
zolmitriptan__optimal_dose,477.8104575163398,111.11111111111111,1473.1372549019607,127
zolmitriptan__optimal_dose,2468.4640522875816,1473.1372549019607,3725.7189542483657,734
zolmitriptan__optimal_dose,4982.97385620915,3725.7189542483657,10588.235294117647,65
ramipril__optimal_dose,2589.248366013072,555.5555555555555,3840.7516339869285,4695
ramipril__optimal_dose,5092.254901960785,3840.7516339869285,7438.823529411765,2271
ramipril__optimal_dose,9785.392156862745,7438.823529411765,31843.13725490196,2380
orlistat__optimal_dose,120454.12844036697,60000.0,149366.97247706424,1499
orlistat__optimal_dose,178279.81651376147,149366.97247706424,196678.89908256882,256
orlistat__optimal_dose,215077.98165137615,196678.89908256882,585688.0733944954,188
metoprolol__optimal_dose,49882.27209116354,12500.0,73492.1281487405,440
metoprolol__optimal_dose,97101.98420631747,73492.1281487405,405997.60095961613,106
naratriptan__optimal_dose,446.721337418342,76.53061224489795,1483.2553679039852,79
naratriptan__optimal_dose,2519.7893983896283,1483.2553679039852,5012.406947890819,816
losartan__optimal_dose,11497.876752913293,5737.704918032787,18410.0829547699,169
losartan__optimal_dose,25322.289156626506,18410.0829547699,37994.66719336362,1028
losartan__optimal_dose,50667.04523010073,37994.66719336362,74859.76693659887,1524
losartan__optimal_dose,99052.488643097,74859.76693659887,236144.578313253,630
amiloride__optimal_dose,4920.721445818395,590.717299578059,22573.815272798223,922
amiloride__optimal_dose,40226.90909977805,22573.815272798223,67206.16570327553,60
prazosin__optimal_dose,554.8703598271226,330.70866141732284,15274.821888737304,85
rutosides__optimal_dose,245069.7352358658,157960.981749528,1741756.4996829424,197
bumetanide__optimal_dose,961.0626064735944,250.0,9730.83475298126,325
reboxetine__optimal_dose,4059.3835680392503,555.858310626703,13295.95015576324,100
levomepromazine__optimal_dose,25013.377192982458,877.1929824561404,77500.0,307
haloperidol__optimal_dose,650.8236597052708,188.88888888888889,2806.5192568483862,198
haloperidol__optimal_dose,4962.2148539915015,2806.5192568483862,30984.54027664768,149
fluoxetine__optimal_dose,19680.30425360133,3300.3300330033003,70157.36766809729,6437
mirtazapine__optimal_dose,14835.975626682954,3529.4117647058824,22373.684868001,1737
mirtazapine__optimal_dose,29911.394109319044,22373.684868001,37449.10335063709,664
mirtazapine__optimal_dose,44986.81259195514,37449.10335063709,87281.73666823974,98
furosemide__optimal_dose,19619.03399421375,2187.5,29710.97472770592,3495
furosemide__optimal_dose,39802.91546119809,29710.97472770592,185677.3315180395,3196
pizotifen__optimal_dose,507.23980697950907,232.04419889502762,994.1243443597455,891
pizotifen__optimal_dose,1481.008881739982,994.1243443597455,4465.822784810127,961
amiodarone__optimal_dose,199430.6749383362,33799.2376111817,658823.5294117647,505
warfarin__optimal_dose,1012.3412073490814,266.6666666666667,1971.0656167979,141
warfarin__optimal_dose,2929.7900262467188,1971.0656167979,21571.653543307086,459
nefopam__optimal_dose,31017.377049180326,8000.0,39785.90163934426,3526
nefopam__optimal_dose,48554.42622950819,39785.90163934426,227213.11475409835,104
gabapentin__optimal_dose,105680.9831181728,50000.0,198482.62164846077,2322
gabapentin__optimal_dose,291284.26017874875,198482.62164846077,3762065.5412115194,2711
imipramine__optimal_dose,10185.157421289356,4827.586206896552,17685.757121439277,302
imipramine__optimal_dose,25186.3568215892,17685.757121439277,219130.4347826087,304
omega_3_acid__optimal_dose,434720.7971967577,127244.78594950604,5717717.717717717,101
hydrochlorothiazide__optimal_dose,22688.362068965518,2500.0,37108.620689655174,326
hydrochlorothiazide__optimal_dose,51528.879310344826,37108.620689655174,74601.29310344828,422
hydrochlorothiazide__optimal_dose,97673.70689655172,74601.29310344828,579310.3448275862,63
perindopril__optimal_dose,1949.1658844765343,879.9638989169675,3018.367870036101,773
perindopril__optimal_dose,4087.569855595668,3018.367870036101,6031.573465703971,673
perindopril__optimal_dose,7975.577075812274,6031.573465703971,20320.0,198
isometheptene__optimal_dose,327314.55753548775,30232.558139534885,844155.8441558442,80
colesevelam__optimal_dose,633524.6562553047,436046.511627907,3474171.813587872,56
topiramate__optimal_dose,26575.46327526685,11392.405063291139,618714.7335423197,306
dextropropoxyphene__optimal_dose,32719.483695991603,9415.041782729804,231362.10762331838,9796
risperidone__optimal_dose,1032.6235096265368,255.741127348643,12207.777777777777,81
venlafaxine__optimal_dose,35774.260767293505,20949.72067039106,54834.38374902522,707
venlafaxine__optimal_dose,73894.50673075694,54834.38374902522,444508.00915331807,832
ibuprofen__optimal_dose,193294.29864297807,2.3622047244094486,295625.3238161712,3279
ibuprofen__optimal_dose,397956.34898936434,295625.3238161712,500287.3741625575,35497
ibuprofen__optimal_dose,602618.3993357506,500287.3741625575,704949.4245089437,5097
ibuprofen__optimal_dose,807280.4496821369,704949.4245089437,2274025.143831238,1009
apixaban__optimal_dose,4968.349858821984,1783.43949044586,7065.729857508701,123
apixaban__optimal_dose,9163.109856195417,7065.729857508701,17319.58762886598,62
lercanidipine__optimal_dose,9969.6173254836,4268.292682926829,15019.362008891025,629
lercanidipine__optimal_dose,20069.10669229845,15019.362008891025,36847.29064039409,110
eplerenone__optimal_dose,24813.57889917949,11986.301369863013,94742.93059125965,81
lorazepam__optimal_dose,999.703870496592,92.3076923076923,4997.151898734177,1005
promethazine__optimal_dose,5051.101884381987,3225.8064516129034,7606.515490258704,55
promethazine__optimal_dose,10161.92909613542,7606.515490258704,17463.110827211753,489
promethazine__optimal_dose,24764.292558288085,17463.110827211753,76237.62376237624,1357
prochlorperazine__optimal_dose,3052.700534759358,727.2727272727273,4014.946524064171,5130
prochlorperazine__optimal_dose,4977.192513368984,4014.946524064171,5859.2513368983955,22289
prochlorperazine__optimal_dose,6741.310160427807,5859.2513368983955,9628.048128342245,182
prochlorperazine__optimal_dose,12514.786096256685,9628.048128342245,16764.70588235294,181
amitriptyline__optimal_dose,9795.006603981845,1791.044776119403,17071.33553840225,19491
amitriptyline__optimal_dose,24347.664472822653,17071.33553840225,37445.056554779374,3996
amitriptyline__optimal_dose,50542.448636736095,37445.056554779374,147317.62346452745,403
oxazepam__optimal_dose,10100.716420483266,3097.3451327433627,12501.872290565518,269
oxazepam__optimal_dose,14903.02816064777,12501.872290565518,43116.60963411424,55
pregabalin__optimal_dose,80147.11012817918,14685.314685314685,115853.54400610528,1060
pregabalin__optimal_dose,151559.97788403137,115853.54400610528,1204899.7772828508,269
timolol__optimal_dose,1748.6605046094128,0.20202020202020202,5918.06150588858,104
timolol__optimal_dose,10087.462507167746,5918.06150588858,26899.56331877729,58
loprazolam__optimal_dose,994.4501397949673,189.1891891891892,1565.7036346691518,163
isosorbide_mononitrate__optimal_dose,9927.105748612663,6627.218934911242,17626.841647249308,464
isosorbide_mononitrate__optimal_dose,25326.577545885953,17626.841647249308,31926.351173288793,264
isosorbide_mononitrate__optimal_dose,38526.124800691636,31926.351173288793,49525.7475130297,189
isosorbide_mononitrate__optimal_dose,60525.37022536777,49525.7475130297,226619.67318167255,533
clonidine__optimal_dose,24.970574627556214,13.08411214953271,32.89488294623855,3189
clonidine__optimal_dose,40.81919126492089,32.89488294623855,69.87498843342279,234
clonidine__optimal_dose,98.93078560192468,69.87498843342279,277.2277227722772,140
bisoprolol__optimal_dose,1355.5763163802292,302.4502297090352,1940.6463645308927,2035
bisoprolol__optimal_dose,2525.716412681556,1940.6463645308927,3812.870518613015,3335
bisoprolol__optimal_dose,5100.024624544474,3812.870518613015,6153.150711215668,1238
bisoprolol__optimal_dose,7206.2767978868615,6153.150711215668,8610.444913448453,127
bisoprolol__optimal_dose,10014.613029010045,8610.444913448453,23705.252155735565,344
clobazam__optimal_dose,9828.002191952402,1481.4814814814815,36998.59088774072,61
rosuvastatin__optimal_dose,4985.066104890811,775.3164556962025,7510.915894407577,818
rosuvastatin__optimal_dose,10036.765683924343,7510.915894407577,14807.8152863449,709
rosuvastatin__optimal_dose,19578.864888765456,14807.8152863449,56905.31177829099,124
moxonidine__optimal_dose,199.93741522960667,107.6923076923077,909.823677581864,105
sildenafil__optimal_dose,6841.666666666667,1888.888888888889,15756.66666666667,879
sildenafil__optimal_dose,24671.66666666667,15756.66666666667,37548.88888888889,934
sildenafil__optimal_dose,50426.11111111112,37548.88888888889,75190.00000000001,4350
sildenafil__optimal_dose,99953.8888888889,75190.00000000001,200000.0,2252
paroxetine__optimal_dose,10047.94799498747,2539.6825396825398,14944.642857142859,108
paroxetine__optimal_dose,19841.337719298248,14944.642857142859,25064.47890559733,2334
paroxetine__optimal_dose,30287.620091896413,25064.47890559733,67828.94736842105,127
morphine__optimal_dose,8489.94725963937,2222.222222222222,420070.55805003206,2239
aspirin__optimal_dose,76151.09890109891,11538.461538461539,111799.45054945056,15350
aspirin__optimal_dose,147447.8021978022,111799.45054945056,223200.54945054947,181
aspirin__optimal_dose,298953.2967032967,223200.54945054947,457142.85714285716,942
diamorphine__optimal_dose,4959.7051597051595,1081.081081081081,7545.454545454546,114
diamorphine__optimal_dose,10131.203931203932,7545.454545454546,87272.72727272728,98
cyclizine__optimal_dose,50957.7620967742,10752.68817204301,206875.0,4117
telmisartan__optimal_dose,40038.793103448275,5000.0,132413.7931034483,64
clomipramine__optimal_dose,10752.253314405332,4869.565217391304,17811.479030822164,217
clomipramine__optimal_dose,24870.704747238997,17811.479030822164,240177.0890979524,106
duloxetine__optimal_dose,20065.18980704698,11275.167785234898,24859.747273489935,270
duloxetine__optimal_dose,29654.304739932886,24859.747273489935,34448.86220637584,333
duloxetine__optimal_dose,39243.419672818796,34448.86220637584,49631.62751677853,125
duloxetine__optimal_dose,60019.83536073826,49631.62751677853,171093.75,293
betahistine__optimal_dose,8329.341614906833,4033.6134453781515,10311.98538545853,4781
betahistine__optimal_dose,12294.629156010229,10311.98538545853,14277.272926561927,175
betahistine__optimal_dose,16259.916697113627,14277.272926561927,70121.73913043478,4201
tramadol__optimal_dose,49994.13952835485,20192.30769230769,74377.4564851207,14822
tramadol__optimal_dose,98760.77344188656,74377.4564851207,150236.66479505892,1368
tramadol__optimal_dose,201712.5561482313,150236.66479505892,562043.795620438,163
felodipine__optimal_dose,2452.991747752186,1217.391304347826,3688.592191156546,799
felodipine__optimal_dose,4924.192634560906,3688.592191156546,7490.439709323808,834
felodipine__optimal_dose,10056.686784086709,7490.439709323808,20226.628895184134,216
chlortalidone__optimal_dose,12213.96196231781,2319.5876288659792,18810.21151795236,313
chlortalidone__optimal_dose,25406.461073586914,18810.21151795236,37656.63881976537,113
chlortalidone__optimal_dose,49906.816565943824,37656.63881976537,96551.72413793103,64
nebivolol__optimal_dose,5006.017189681205,1193.1818181818182,11933.563146349106,139
propranolol__optimal_dose,10297.149122807017,2500.0,25891.44736842105,2513
propranolol__optimal_dose,41485.745614035084,25891.44736842105,60198.903508771924,3466
propranolol__optimal_dose,78912.06140350876,60198.903508771924,119457.23684210525,2704
propranolol__optimal_dose,160002.41228070174,119457.23684210525,314385.9649122807,141
spironolactone__optimal_dose,25380.214585834336,8801.020408163266,38133.44087635054,799
spironolactone__optimal_dose,50886.66716686675,38133.44087635054,75117.79711884753,140
spironolactone__optimal_dose,99348.92707082833,75117.79711884753,263865.5462184874,86
rivaroxaban__optimal_dose,9782.727272727272,3818.181818181818,12433.636363636364,90
rivaroxaban__optimal_dose,15084.545454545456,12433.636363636364,17514.545454545456,134
rivaroxaban__optimal_dose,19944.545454545456,17514.545454545456,48000.0,303
disulfiram__optimal_dose,199788.3899139518,30985.915492957745,346504.55927051674,58
doxazosin__optimal_dose,1082.8164725782317,378.94736842105266,1585.5801184047882,1123
doxazosin__optimal_dose,2088.3437642313447,1585.5801184047882,3093.8710558844577,820
doxazosin__optimal_dose,4099.398347537571,3093.8710558844577,6009.900201678485,699
doxazosin__optimal_dose,7920.402055819401,6009.900201678485,20489.493201483314,187
olanzapine__optimal_dose,2615.361449107921,1192.504258943782,3779.5173319694895,89
olanzapine__optimal_dose,4943.673214831058,3779.5173319694895,27062.634989200866,78
amlodipine__optimal_dose,5086.388888888889,944.4444444444445,7549.166666666667,9078
amlodipine__optimal_dose,10011.944444444445,7549.166666666667,23333.333333333332,1654
metoclopramide__optimal_dose,501607.30461038207,1265.8227848101267,1100917.4311926605,713
paracetamol__optimal_dose,492817.4092759398,72347.82608695653,641218.4386367574,48367
paracetamol__optimal_dose,789619.467997575,641218.4386367574,5019048.804780876,2686
ezetimibe__optimal_dose,10024.29718875502,3333.3333333333335,49477.91164658635,1561
dosulepin__optimal_dose,23702.665138960554,5496.45390070922,48911.26531500087,2243
dosulepin__optimal_dose,74119.86549104119,48911.26531500087,285592.0114122682,1260
fluvastatin__optimal_dose,20175.888501742163,7526.132404181185,29813.79790940767,158
fluvastatin__optimal_dose,39451.707317073175,29813.79790940767,128000.0,87
lamotrigine__optimal_dose,22672.955130957493,6131.386861313868,667794.1176470588,97
meptazinol__optimal_dose,203084.83754512636,100000.0,996389.8916967509,528
candesartan__optimal_dose,3936.198786039454,1000.0,6071.616084977239,949
candesartan__optimal_dose,8207.033383915023,6071.616084977239,12210.94081942337,830
candesartan__optimal_dose,16214.848254931714,12210.94081942337,23955.73596358118,292
candesartan__optimal_dose,31696.62367223065,23955.73596358118,54385.43247344461,67
procyclidine__optimal_dose,5053.741297416878,2482.2695035460993,26972.477064220184,132
atenolol__optimal_dose,25409.696598222494,6000.0,37668.45234446828,3216
atenolol__optimal_dose,49927.20809071406,37668.45234446828,74444.71958320563,4744
atenolol__optimal_dose,98962.2310756972,74444.71958320563,210312.5957707631,407
irbesartan__optimal_dose,76961.13409588707,8571.42857142857,112422.46288634703,252
irbesartan__optimal_dose,147883.79167680698,112422.46288634703,223872.35337064977,383
irbesartan__optimal_dose,299860.91506449255,223872.35337064977,515161.8398637138,161
lofepramine__optimal_dose,69798.75102140046,20831.099195710456,81618.52904829115,1391
lofepramine__optimal_dose,93438.30707518183,81618.52904829115,358539.0428211587,118
nortriptyline__optimal_dose,10013.548845623707,4375.0,17531.613973121985,998
nortriptyline__optimal_dose,25049.679100620262,17531.613973121985,129676.08545830462,121
enoxaparin__optimal_dose,40245.098039215685,3137.2549019607845,69931.37254901961,285
enoxaparin__optimal_dose,99617.64705882352,69931.37254901961,300000.0,71
nicotine__optimal_dose,1988.75,250.0,4423.0,461
nicotine__optimal_dose,6857.25,4423.0,8596.0,201
nicotine__optimal_dose,10334.75,8596.0,12769.0,669
nicotine__optimal_dose,15203.25,12769.0,17985.25,774
nicotine__optimal_dose,20767.25,17985.25,22853.75,681
nicotine__optimal_dose,24940.25,22853.75,69800.0,98
ticagrelor__optimal_dose,89060.66929133858,63000.0,127465.86614173229,69
ticagrelor__optimal_dose,165871.06299212598,127465.86614173229,337322.83464566927,51
pyridoxine__optimal_dose,9291.897476918975,2043.7956204379561,30000.7599240076,94
pyridoxine__optimal_dose,50709.62237109623,30000.7599240076,209132.4200913242,771
nicorandil__optimal_dose,10068.163739833039,5310.509554140127,14825.817925525951,508
nicorandil__optimal_dose,19583.472111218864,14825.817925525951,91813.3129303749,190
trazodone__optimal_dose,51570.99022259206,19565.217391304348,76190.81547742875,882
trazodone__optimal_dose,100810.64073226546,76190.81547742875,125430.46598710216,235
trazodone__optimal_dose,150050.29124193886,125430.46598710216,511961.7224880383,213
simvastatin__optimal_dose,9401.393000954402,2488.408037094281,14429.018429216307,1691
simvastatin__optimal_dose,19456.64385747821,14429.018429216307,29511.894714002025,5298
simvastatin__optimal_dose,39567.14557052584,29511.894714002025,128179.04374364192,10708
zolpidem__optimal_dose,5095.378151260504,476.1904761904762,7566.106442577031,1015
zolpidem__optimal_dose,10036.834733893558,7566.106442577031,21960.78431372549,783
digoxin__optimal_dose,62.31670692194404,24.8,93.01219440353462,143
digoxin__optimal_dose,123.7076818851252,93.01219440353462,188.5092665684831,376
digoxin__optimal_dose,253.31085125184097,188.5092665684831,706.9219440353461,163
buprenorphine__optimal_dose,200.2488453364817,0.4132231404958678,1738.1142857142856,276
heparin__optimal_dose,50.641304347826086,2.1739130434782608,200.0,56
tranexamic_acid__optimal_dose,498930.34825870645,179104.4776119403,1666666.6666666667,5546
phenytoin__optimal_dose,102364.7076137476,24242.424242424244,649220.691213011,55
glyceryl_trinitrate__optimal_dose,373.34573306422396,7.485380116959064,2681.08026703928,7746
glyceryl_trinitrate__optimal_dose,4988.814801014336,2681.08026703928,5636.1061946902655,63
codeine__optimal_dose,7808.173367593713,1875.0,18487.885429262395,18573
codeine__optimal_dose,29167.59749093108,18487.885429262395,239201.9347037485,25359
dihydrocodeine__optimal_dose,34236.585365853665,4390.243902439024,268743.5540069686,6708
dihydrocodeine__optimal_dose,503250.5226480836,268743.5540069686,857142.8571428572,211
triamterene__optimal_dose,25017.01455811278,12433.392539964476,61780.92986603625,83
chlordiazepoxide__optimal_dose,5210.016025641025,705.1282051282051,7581.009615384615,385
chlordiazepoxide__optimal_dose,9952.003205128205,7581.009615384615,48125.0,233
clonazepam__optimal_dose,520.6731548629049,74.6268656716418,5322.2302679217955,412
indapamide__optimal_dose,1465.2457627118642,737.2881355932203,2001.635593220339,488
indapamide__optimal_dose,2538.0254237288136,2001.635593220339,8400.0,1139
chloral_hydrate__optimal_dose,697851.7838996507,143300.0,2607974.5951095587,56
sotalol__optimal_dose,38593.912606730286,20363.636363636364,58481.48669010547,170
sotalol__optimal_dose,78369.06077348065,58481.48669010547,351823.2044198895,127
adrenaline__optimal_dose,44444.69111111111,0.26666666666666666,121481.69348148147,64
adrenaline__optimal_dose,198518.69585185184,121481.69348148147,299259.39125925925,351
adrenaline__optimal_dose,400000.08666666667,299259.39125925925,592592.5925925926,328
dipyridamole__optimal_dose,202205.47130538206,21052.63157894737,294630.3895331549,279
dipyridamole__optimal_dose,387055.3077609277,294630.3895331549,760451.9774011299,83
hyoscine__optimal_dose,1044.5255690215786,117.6470588235294,5369.958616612474,339
hyoscine__optimal_dose,9695.39166420337,5369.958616612474,14947.703221992313,8801
hyoscine__optimal_dose,20200.014779781257,14947.703221992313,61909.547738693465,293
clomethiazole__optimal_dose,196421.5720711073,104347.82608695653,1520866.9950738917,62
prasugrel__optimal_dose,10042.229750538958,4691.09947643979,19764.70588235294,51
lormetazepam__optimal_dose,497.61283043197943,212.12121212121212,752.2404900064475,112
lormetazepam__optimal_dose,1006.8681495809155,752.2404900064475,1755.3191489361702,148
enalapril__optimal_dose,4870.51173626514,689.6551724137931,7531.05682235236,535
enalapril__optimal_dose,10191.60190843958,7531.05682235236,15132.61421117299,317
enalapril__optimal_dose,20073.626513906398,15132.61421117299,76705.22906062008,223
diltiazem__optimal_dose,59058.04148414514,0.9610983981693364,90858.00784570121,139
diltiazem__optimal_dose,122657.97420725727,90858.00784570121,149915.08823144817,296
diltiazem__optimal_dose,177172.20225563907,149915.08823144817,208972.16861719513,297
diltiazem__optimal_dose,240772.1349787512,208972.16861719513,908571.4285714285,165
carbamazepine__optimal_dose,102317.72258995668,49469.96466431095,155165.48051560242,1444
carbamazepine__optimal_dose,208013.23844124816,155165.48051560242,292569.6511222814,414
carbamazepine__optimal_dose,377126.0638033146,292569.6511222814,2163380.2816901407,111
naftidrofuryl__optimal_dose,98906.747207659,74766.35514018692,611219.512195122,203
buspirone__optimal_dose,4912.241785917051,2054.794520547945,40154.091392136026,364
fenofibrate__optimal_dose,162365.9121397063,46567.164179104475,181216.87111003685,109
fenofibrate__optimal_dose,200067.8300803674,181216.87111003685,585165.991902834,131
rasagiline__optimal_dose,994.7188905547226,456.5217391304348,1931.0344827586207,55
bezafibrate__optimal_dose,200327.05479452055,153424.65753424657,301347.6027397261,64
bezafibrate__optimal_dose,402368.15068493155,301347.6027397261,875000.0,290
temazepam__optimal_dose,5072.450561910582,1074.9646393210749,7597.178513019745,158
temazepam__optimal_dose,10121.906464128908,7597.178513019745,14960.96837042147,7500
temazepam__optimal_dose,19800.03027671403,14960.96837042147,43153.763824473775,710
quetiapine__optimal_dose,23935.036832412523,11666.666666666666,829558.0110497237,131
sertraline__optimal_dose,50356.740175758576,9459.45945945946,75422.8154534903,3735
sertraline__optimal_dose,100488.89073122203,75422.8154534903,273312.8834355828,392
bendroflumethiazide__optimal_dose,2507.6082021791767,669.6428571428571,3765.163438256659,9157
bendroflumethiazide__optimal_dose,5022.718674334141,3765.163438256659,7118.64406779661,473
promazine__optimal_dose,24690.01854023989,13157.894736842105,474442.8468727534,90
valproate__optimal_dose,188025.04319861764,34090.90909090909,2832893.347412883,165
indoramin__optimal_dose,20208.116199035452,12684.989429175475,91875.7975329647,137
lidocaine__optimal_dose,19000.027424242428,0.030303030303030304,29000.025909090913,632
lidocaine__optimal_dose,39000.0243939394,29000.025909090913,44000.023636363636,2975
lidocaine__optimal_dose,49000.02287878788,44000.023636363636,64000.020606060614,162
lidocaine__optimal_dose,79000.01833333334,64000.020606060614,89000.01681818182,174
lidocaine__optimal_dose,99000.0153030303,89000.01681818182,200000.0,166
amantadine__optimal_dose,98348.83720930232,50000.0,408139.5348837209,84
celiprolol__optimal_dose,201179.0430466782,98910.80365027966,683300.7430582714,63
atorvastatin__optimal_dose,10078.901098901099,2197.802197802198,15332.967032967033,7555
atorvastatin__optimal_dose,20587.032967032967,15332.967032967033,30219.48717948718,6313
atorvastatin__optimal_dose,39851.94139194139,30219.48717948718,59992.52747252748,2772
atorvastatin__optimal_dose,80133.11355311357,59992.52747252748,177333.33333333334,557
isosorbide_dinitrate__optimal_dose,20273.216815412947,4166.666666666667,101782.12211361382,63
chlorpromazine__optimal_dose,25871.468926553673,5555.555555555556,374935.79866461223,243
lacidipine__optimal_dose,1974.935960591133,1371.4285714285713,7724.137931034483,89
trimipramine__optimal_dose,24383.962264150945,5283.018867924528,230000.0,71
lisinopril__optimal_dose,5319.451326636336,1245.5516014234875,7541.578449479707,1702
lisinopril__optimal_dose,9763.705572323079,7541.578449479707,14948.668858957612,1455
lisinopril__optimal_dose,20133.632145592146,14948.668858957612,75316.45569620254,609
pravastatin__optimal_dose,9588.754813863929,2105.2631578947367,14871.21951219512,957
pravastatin__optimal_dose,20153.684210526313,14871.21951219512,30278.408215661104,701
pravastatin__optimal_dose,40403.132220795895,30278.408215661104,90146.34146341463,592
