phenotype,peak_value,lower_bound,upper_bound,n_patients
doxepin__max_dose,10221.99441843202,4.216867469879518,17653.105364586307,67
doxepin__max_dose,25084.21631074059,17653.105364586307,185781.990521327,141
bupropion__max_dose,151416.9034090909,95312.5,170652.69886363635,1017
bupropion__max_dose,189888.49431818182,170652.69886363635,197903.4090909091,96
bupropion__max_dose,205918.32386363635,197903.4090909091,415909.0909090909,136
rizatriptan__max_dose,5107.720588235294,865.3846153846154,7571.012443438914,78
rizatriptan__max_dose,10034.304298642533,7571.012443438914,28235.29411764706,929
thioridazine__max_dose,11208.87445887446,4285.714285714285,18132.034632034633,201
thioridazine__max_dose,25055.194805194806,18132.034632034633,281212.1212121212,140
lithium__max_dose,410519.13470115967,197368.42105263157,3476610.1694915253,57
tadalafil__max_dose,4897.959724430313,627.4509803921569,7460.264970853206,368
tadalafil__max_dose,10022.5702172761,7460.264970853206,15147.180710121887,2195
tadalafil__max_dose,20271.791202967674,15147.180710121887,57567.56756756757,3186
oxycodone__max_dose,11367.424242424244,1666.6666666666667,389696.9696969697,325
diazepam__max_dose,1911.72864179066,384.61538461538464,3438.8418989659353,16521
diazepam__max_dose,4965.955156141211,3438.8418989659353,7481.200520900489,8050
diazepam__max_dose,9996.445885659767,7481.200520900489,18350.653704324504,222
olmesartan__max_dose,10456.456918101807,4519.600307455803,15023.269695521809,111
olmesartan__max_dose,19590.08247294181,15023.269695521809,95855.85585585586,87
valsartan__max_dose,39302.83359750833,10955.818654345943,58927.690096620754,140
valsartan__max_dose,78552.54659573318,58927.690096620754,119982.79920497052,389
valsartan__max_dose,161413.05181420787,119982.79920497052,447063.7408568443,146
ivabradine__max_dose,5096.175959352855,3456.7901234567903,22743.682310469314,66
citalopram__max_dose,10207.045174671075,5045.045045045045,14971.968371248946,2798
citalopram__max_dose,19736.891567826817,14971.968371248946,23310.583965260223,5543
citalopram__max_dose,26884.276362693625,23310.583965260223,33634.58422451228,335
citalopram__max_dose,40384.89208633093,33634.58422451228,84460.43165467626,308
donepezil__max_dose,10077.841501564131,1428.5714285714287,20437.956204379563,96
varenicline__max_dose,504.76190476190476,142.85714285714286,752.3809523809524,116
varenicline__max_dose,1000.0,752.3809523809524,1228.5714285714284,771
varenicline__max_dose,1457.142857142857,1228.5714285714284,3952.3809523809523,181
nifedipine__max_dose,9441.946308724833,2818.7919463087246,14593.288590604026,671
nifedipine__max_dose,19744.63087248322,14593.288590604026,24895.973154362415,331
nifedipine__max_dose,30047.31543624161,24895.973154362415,44765.43624161074,513
nifedipine__max_dose,59483.55704697987,44765.43624161074,150000.0,120
escitalopram__max_dose,4771.419141914192,2666.6666666666665,7343.894389438944,169
escitalopram__max_dose,9916.369636963696,7343.894389438944,15061.320132013203,766
escitalopram__max_dose,20206.27062706271,15061.320132013203,49438.94389438944,121
frovatriptan__max_dose,2515.7336435806183,373.66548042704625,4615.384615384615,281
domperidone__max_dose,5164.146480711199,2487.5621890547263,7543.332517739173,60
domperidone__max_dose,9922.518554767148,7543.332517739173,11706.90808253813,7614
domperidone__max_dose,13491.297610309111,11706.90808253813,21818.448739907024,196
domperidone__max_dose,30145.59986950494,21818.448739907024,61967.2131147541,181
cabergoline__max_dose,528.5282690669869,75.56675062972292,7044.205495818399,84
colestyramine__max_dose,4001927.966101695,2033898.3050847459,22750000.0,526
cinnarizine__max_dose,14829.625306097616,5232.558139534884,71419.22825376062,4782
clopidogrel__max_dose,74366.78813240549,20281.17359413203,181730.76923076922,2636
apomorphine__max_dose,1837.384651010208,155.84415584415584,112258.54383358097,172
pethidine__max_dose,49842.39482200647,13333.333333333334,210679.61165048543,270
nitrazepam__max_dose,4943.157894736842,1166.6666666666667,17236.842105263157,889
melatonin__max_dose,2030.0189537528431,1000.0,11842.304776345716,320
tolfenamic_acid__max_dose,199057.69359592712,57877.81350482315,280208.3333333333,101
zopiclone__max_dose,3690.4319926603957,668.7898089171974,5592.947441683891,7291
zopiclone__max_dose,7495.462890707387,5592.947441683891,23051.324503311258,8595
ciprofibrate__max_dose,99289.08366533864,24000.0,197078.35325365205,84
zolmitriptan__max_dose,2510.3205128205136,230.76923076923077,3729.615384615385,1232
zolmitriptan__max_dose,4948.910256410257,3729.615384615385,10833.333333333334,140
ramipril__max_dose,2638.934356351236,608.695652173913,3888.3120204603583,4139
ramipril__max_dose,5137.68968456948,3888.3120204603583,7480.272804774084,2099
ramipril__max_dose,9822.855924978687,7480.272804774084,31843.13725490196,2455
orlistat__max_dose,119442.85714285713,60000.0,150728.57142857142,1502
orlistat__max_dose,182014.28571428568,150728.57142857142,197657.14285714284,314
orlistat__max_dose,213300.0,197657.14285714284,685714.2857142857,207
metoprolol__max_dose,49882.27209116354,12500.0,73492.1281487405,452
metoprolol__max_dose,97101.98420631747,73492.1281487405,405997.60095961613,103
naratriptan__max_dose,2492.8904428904425,303.030303030303,5012.406947890819,1363
losartan__max_dose,23550.977911841976,6511.627906976744,37492.264279458985,758
losartan__max_dose,51433.550647075994,37492.264279458985,76218.05974506178,1592
losartan__max_dose,101002.56884304757,76218.05974506178,316317.99163179914,769
amiloride__max_dose,4703.950440107157,987.1794871794872,22461.856104094913,948
amiloride__max_dose,40219.761768082666,22461.856104094913,83582.0895522388,88
rutosides__max_dose,245828.9497257274,223048.32713754647,1741756.4996829424,197
bumetanide__max_dose,999.6051834806831,381.074168797954,9896.935933147632,361
reboxetine__max_dose,3982.307788161994,960.0,13295.95015576324,99
levomepromazine__max_dose,25209.429824561405,877.1929824561404,125657.8947368421,319
haloperidol__max_dose,644.3888888888889,188.88888888888889,2770.0555555555547,193
haloperidol__max_dose,4895.722222222221,2770.0555555555547,30555.555555555555,160
fluoxetine__max_dose,20067.175700620908,6534.653465346535,23537.053196845107,7534
fluoxetine__max_dose,27006.930693069306,23537.053196845107,75932.20338983051,382
mirtazapine__max_dose,15502.222405816257,3529.4117647058824,22913.962326503635,1833
mirtazapine__max_dose,30325.70224719101,22913.962326503635,37737.442167878384,859
mirtazapine__max_dose,45149.18208856576,37737.442167878384,117556.17977528089,159
furosemide__max_dose,19257.342657342655,4307.692307692308,29223.77622377622,3280
furosemide__max_dose,39190.20979020979,29223.77622377622,203636.36363636365,3940
pizotifen__max_dose,507.23980697950907,232.04419889502762,994.1243443597455,849
pizotifen__max_dose,1481.008881739982,994.1243443597455,4465.822784810127,1194
amiodarone__max_dose,202932.93345054035,67469.8795180723,669527.8969957081,532
warfarin__max_dose,1012.3412073490814,266.6666666666667,1971.0656167979,140
warfarin__max_dose,2929.7900262467188,1971.0656167979,3995.03937007874,424
warfarin__max_dose,5060.2887139107615,3995.03937007874,21571.653543307086,349
nefopam__max_dose,31017.377049180326,8000.0,39785.90163934426,3547
nefopam__max_dose,48554.42622950819,39785.90163934426,227213.11475409835,108
gabapentin__max_dose,287790.26222230133,59154.92957746479,4216160.977665402,2854
imipramine__max_dose,10185.157421289356,4827.586206896552,17685.757121439277,311
imipramine__max_dose,25186.3568215892,17685.757121439277,219130.4347826087,320
omega_3_acid__max_dose,475124.47447447444,170000.0,5717717.717717717,90
hydrochlorothiazide__max_dose,22688.362068965518,2500.0,37108.620689655174,327
hydrochlorothiazide__max_dose,51528.879310344826,37108.620689655174,74601.29310344828,463
hydrochlorothiazide__max_dose,97673.70689655172,74601.29310344828,579310.3448275862,79
perindopril__max_dose,1960.997084777813,986.8421052631579,2935.152064292468,730
perindopril__max_dose,3909.3070438071227,2935.152064292468,5965.856445004727,689
perindopril__max_dose,8022.405846202331,5965.856445004727,22634.730538922155,277
isometheptene__max_dose,326723.7117720989,41935.48387096774,844155.8441558442,94
colesevelam__max_dose,623457.2968288455,489130.4347826087,3474171.813587872,57
topiramate__max_dose,21693.21710054932,11392.405063291139,698113.2075471698,293
dextropropoxyphene__max_dose,31447.59301139028,9415.041782729804,38405.24076780937,9959
dextropropoxyphene__max_dose,45362.88852422847,38405.24076780937,241336.63366336634,261
risperidone__max_dose,1062.6842105263158,263.1578947368421,14800.0,86
venlafaxine__max_dose,37278.40909090909,22500.0,55012.5,700
venlafaxine__max_dose,72746.59090909091,55012.5,111170.45454545454,962
venlafaxine__max_dose,149594.31818181818,111170.45454545454,613636.3636363636,185
ibuprofen__max_dose,195165.51337845623,2.600806451612903,298487.0553283411,2641
ibuprofen__max_dose,401808.5972782259,298487.0553283411,505130.13922811067,38428
ibuprofen__max_dose,608451.6811779954,505130.13922811067,700293.0518001153,7167
ibuprofen__max_dose,792134.4224222351,700293.0518001153,2296036.866359447,1834
apixaban__max_dose,4968.349858821984,1783.43949044586,7143.4105982008,125
apixaban__max_dose,9318.471337579616,7143.4105982008,17319.58762886598,63
lercanidipine__max_dose,10030.892448512586,5263.1578947368425,14975.209763539284,666
lercanidipine__max_dose,19919.52707856598,14975.209763539284,40579.710144927536,162
eplerenone__max_dose,25183.37939377506,12423.93509127789,94742.93059125965,71
lorazepam__max_dose,1012.2459127043649,218.58407079646017,5338.983050847458,1099
promethazine__max_dose,5184.589997461284,4102.5641025641025,7709.317085554709,51
promethazine__max_dose,10234.044173648133,7709.317085554709,17447.550139629348,475
promethazine__max_dose,24661.056105610558,17447.550139629348,76237.62376237624,1451
prochlorperazine__max_dose,3076.230178761031,821.917808219178,4068.1276217994464,4665
prochlorperazine__max_dose,5060.025064837862,4068.1276217994464,6322.4399923413,23197
prochlorperazine__max_dose,7584.854919844737,6322.4399923413,10019.512280029938,241
prochlorperazine__max_dose,12454.16964021514,10019.512280029938,18856.416772554003,345
amitriptyline__max_dose,9258.362396956247,1973.6842105263158,17352.449270767283,18572
amitriptyline__max_dose,25446.536144578316,17352.449270767283,37587.666455294864,5590
amitriptyline__max_dose,49728.796766011415,37587.666455294864,163855.421686747,746
oxazepam__max_dose,10138.2720333102,4545.454545454545,12645.397114073081,298
oxazepam__max_dose,15152.522194835961,12645.397114073081,43116.60963411424,67
pregabalin__max_dose,74094.242966336,14685.314685314685,113700.19515368354,1095
pregabalin__max_dose,153306.1473410311,113700.19515368354,1334883.7209302327,285
timolol__max_dose,1989.327584097582,0.25510204081632654,3519.3833395258634,88
timolol__max_dose,5049.439094954145,3519.3833395258634,7497.528303639394,59
timolol__max_dose,9945.617512324643,7497.528303639394,30601.370210606445,166
loprazolam__max_dose,1006.5493975903614,560.0,2024.0963855421687,192
isosorbide_mononitrate__max_dose,10914.835164835165,7197.802197802198,18348.9010989011,440
isosorbide_mononitrate__max_dose,25782.967032967033,18348.9010989011,33217.03296703297,275
isosorbide_mononitrate__max_dose,40651.09890109891,33217.03296703297,50563.18681318682,204
isosorbide_mononitrate__max_dose,60475.27472527473,50563.18681318682,255000.0,749
clonidine__max_dose,25.16840657519719,15.957446808510639,33.0635149466428,3157
clonidine__max_dose,40.958623318088414,33.0635149466428,69.90735401338901,244
clonidine__max_dose,98.8560847086896,69.90735401338901,279.1277258566978,149
bisoprolol__max_dose,2466.03668261563,666.6666666666666,3711.754385964912,3339
bisoprolol__max_dose,4957.472089314195,3711.754385964912,7448.907496012759,1684
bisoprolol__max_dose,9940.342902711323,7448.907496012759,28349.28229665072,513
clobazam__max_dose,9828.002191952402,1481.4814814814815,36998.59088774072,71
rosuvastatin__max_dose,5141.044282881692,1045.751633986928,7747.139604905633,941
rosuvastatin__max_dose,10353.234926929574,7747.139604905633,15193.12623925975,736
rosuvastatin__max_dose,20033.017551589925,15193.12623925975,75505.61797752809,210
moxonidine__max_dose,199.3760163249689,141.77215189873417,909.823677581864,103
sildenafil__max_dose,25984.97854077253,2145.922746781116,38699.141630901286,874
sildenafil__max_dose,51413.304721030036,38699.141630901286,75252.36051502144,5764
sildenafil__max_dose,99091.41630901286,75252.36051502144,320000.0,5607
paroxetine__max_dose,10349.270399658397,2539.6825396825398,15183.77717011964,76
paroxetine__max_dose,20018.283940580885,15183.77717011964,24852.79071104213,2822
paroxetine__max_dose,29687.297481503374,24852.79071104213,76916.70977754785,230
morphine__max_dose,8858.454106280193,2222.222222222222,444637.6811594203,2193
aspirin__max_dose,73101.04578858112,15517.241379310344,185526.56868287167,18360
aspirin__max_dose,297952.0915771622,185526.56868287167,563934.4262295082,1325
diamorphine__max_dose,4959.7051597051595,1081.081081081081,7545.454545454546,116
diamorphine__max_dose,10131.203931203932,7545.454545454546,87272.72727272728,100
cyclizine__max_dose,50183.6917562724,10752.68817204301,212962.96296296295,4167
telmisartan__max_dose,40361.66666666667,5000.0,149333.33333333334,69
clomipramine__max_dose,10629.407928825975,7133.75796178344,17620.707862911044,212
clomipramine__max_dose,24612.007796996113,17620.707862911044,240177.0890979524,115
duloxetine__max_dose,20065.18980704698,11275.167785234898,24859.747273489935,261
duloxetine__max_dose,29654.304739932886,24859.747273489935,34448.86220637584,339
duloxetine__max_dose,39243.419672818796,34448.86220637584,49631.62751677853,126
duloxetine__max_dose,60019.83536073826,49631.62751677853,171093.75,333
betahistine__max_dose,8300.19028352878,4033.6134453781515,10239.543391779065,4568
betahistine__max_dose,12178.89650002935,10239.543391779065,14118.249608279635,153
betahistine__max_dose,16057.60271652992,14118.249608279635,19936.308933030494,4599
betahistine__max_dose,23815.015149531064,19936.308933030494,81607.73777538957,153
tramadol__max_dose,47339.51976794155,20192.30769230769,74486.73184357541,14556
tramadol__max_dose,101633.94391920927,74486.73184357541,125764.79909755047,1723
tramadol__max_dose,149895.65427589166,125764.79909755047,623463.687150838,356
felodipine__max_dose,2462.608695652174,1217.391304347826,3707.826086956522,807
felodipine__max_dose,4953.04347826087,3707.826086956522,7443.478260869566,1036
felodipine__max_dose,9933.913043478262,7443.478260869566,28888.88888888889,354
chlortalidone__max_dose,12155.534184774317,7910.337161911819,18826.558077843958,332
chlortalidone__max_dose,25497.581970913598,18826.558077843958,37626.71632194931,169
chlortalidone__max_dose,49755.85067298502,37626.71632194931,129201.6806722689,77
nebivolol__max_dose,5017.556818181818,1193.1818181818182,15100.0,174
propranolol__max_dose,8533.641339739866,3050.8474576271187,24982.022986078107,2186
propranolol__max_dose,41430.40463241635,24982.022986078107,61533.9822001631,3590
propranolol__max_dose,81637.55976790984,61533.9822001631,120017.11694269908,3445
propranolol__max_dose,158396.67411748832,120017.11694269908,368570.439598477,222
spironolactone__max_dose,23962.605042016803,10000.0,36655.882352941175,677
spironolactone__max_dose,49349.15966386554,36655.882352941175,74735.71428571428,165
spironolactone__max_dose,100122.268907563,74735.71428571428,263865.5462184874,95
rivaroxaban__max_dose,9819.09090909091,3818.181818181818,12428.18181818182,90
rivaroxaban__max_dose,15037.272727272728,12428.18181818182,17646.36363636364,135
rivaroxaban__max_dose,20255.454545454548,17646.36363636364,56000.0,417
disulfiram__max_dose,199314.30689399556,30985.915492957745,392982.4561403509,72
doxazosin__max_dose,1070.7523819954004,486.95652173913044,2588.6216186617016,1108
doxazosin__max_dose,4106.490855328003,2588.6216186617016,5974.637608148067,871
doxazosin__max_dose,7842.7843609681295,5974.637608148067,23838.790931989923,220
olanzapine__max_dose,2545.576923076923,1346.1538461538462,3745.0,84
olanzapine__max_dose,4944.423076923077,3745.0,28000.0,84
amlodipine__max_dose,4877.628865979381,2164.9484536082473,7461.134020618556,7998
amlodipine__max_dose,10044.639175257731,7461.134020618556,28000.0,2388
metoclopramide__max_dose,501607.30461038207,1265.8227848101267,1100917.4311926605,807
paracetamol__max_dose,494562.4899209804,90217.7068214804,683256.7220340804,49991
paracetamol__max_dose,871950.9541471805,683256.7220340804,1087601.5051335804,3507
paracetamol__max_dose,1303252.0561199803,1087601.5051335804,5481481.481481481,1307
ezetimibe__max_dose,9835.00573864568,4361.370716510904,56491.228070175435,1670
dosulepin__max_dose,23702.665138960554,5496.45390070922,48911.26531500087,2133
dosulepin__max_dose,74119.86549104119,48911.26531500087,285592.0114122682,1587
fluvastatin__max_dose,19579.74448315912,7526.132404181185,29506.24854819977,181
fluvastatin__max_dose,39432.75261324042,29506.24854819977,149333.33333333334,101
lamotrigine__max_dose,22672.955130957493,6131.386861313868,667794.1176470588,94
meptazinol__max_dose,203084.83754512636,100000.0,996389.8916967509,534
candesartan__max_dose,4200.0,1037.037037037037,6212.7946127946125,851
candesartan__max_dose,8225.589225589225,6212.7946127946125,12251.17845117845,853
candesartan__max_dose,16276.767676767677,12251.17845117845,24040.40404040404,335
candesartan__max_dose,31804.040404040403,24040.40404040404,58545.454545454544,115
procyclidine__max_dose,5069.6100917431195,2500.0,26972.477064220184,129
atenolol__max_dose,25252.89288506646,6000.0,38088.1548084441,2992
atenolol__max_dose,50923.41673182174,38088.1548084441,75310.41438623925,4813
atenolol__max_dose,99697.41204065675,75310.41438623925,262705.23846755276,852
irbesartan__max_dose,76368.90243902439,9146.341463414634,111957.31707317072,295
irbesartan__max_dose,147545.73170731706,111957.31707317072,222676.8292682927,493
irbesartan__max_dose,297807.92682926834,222676.8292682927,800000.0,279
lofepramine__max_dose,70173.56314834376,28978.494623655915,81708.18233525637,1417
lofepramine__max_dose,93242.80152216897,81708.18233525637,358539.0428211587,116
nortriptyline__max_dose,9465.350877192981,4912.2807017543855,17270.614035087718,1001
nortriptyline__max_dose,25075.877192982454,17270.614035087718,135000.0,139
enoxaparin__max_dose,41086.04651162791,7441.860465116279,70341.86046511628,291
enoxaparin__max_dose,99597.67441860464,70341.86046511628,300000.0,85
nicotine__max_dose,2076.5625,250.0,6095.0,315
nicotine__max_dose,10113.4375,6095.0,12670.625,535
nicotine__max_dose,15227.8125,12670.625,18150.3125,1012
nicotine__max_dose,21072.8125,18150.3125,22899.375,1150
nicotine__max_dose,24725.9375,22899.375,73312.5,205
ticagrelor__max_dose,89060.66929133858,63000.0,127465.86614173229,71
ticagrelor__max_dose,165871.06299212598,127465.86614173229,337322.83464566927,52
pyridoxine__max_dose,10536.301369863013,3333.3333333333335,30087.214611872143,95
pyridoxine__max_dose,49638.12785388128,30087.214611872143,209132.4200913242,822
nicorandil__max_dose,10365.077436987549,6741.573033707865,15023.868812632856,509
nicorandil__max_dose,19682.660188278165,15023.868812632856,110270.27027027027,208
trazodone__max_dose,51570.99022259206,19565.217391304348,76190.81547742875,876
trazodone__max_dose,100810.64073226546,76190.81547742875,125430.46598710216,257
trazodone__max_dose,150050.29124193886,125430.46598710216,511961.7224880383,248
simvastatin__max_dose,10435.578747628084,4117.64705882353,15349.525616698294,1378
simvastatin__max_dose,20263.472485768503,15349.525616698294,30091.366223908924,5192
simvastatin__max_dose,39919.25996204934,30091.366223908924,46939.18406072107,14204
simvastatin__max_dose,53959.108159392796,46939.18406072107,67296.96394686907,399
simvastatin__max_dose,80634.81973434534,67296.96394686907,144516.12903225806,174
zolpidem__max_dose,4968.300653594772,1111.111111111111,7470.261437908497,1083
zolpidem__max_dose,9972.222222222223,7470.261437908497,21960.78431372549,1014
digoxin__max_dose,62.31670692194404,24.8,93.01219440353462,123
digoxin__max_dose,123.7076818851252,93.01219440353462,188.5092665684831,346
digoxin__max_dose,253.31085125184097,188.5092665684831,706.9219440353461,197
buprenorphine__max_dose,200.25189285714282,0.4166666666666667,1738.1142857142856,302
heparin__max_dose,50.641304347826086,2.1739130434782608,200.0,72
tranexamic_acid__max_dose,500739.0218329838,179104.4776119403,1828512.3966942148,6080
phenytoin__max_dose,96742.54462903725,24242.424242424244,877185.0170261067,54
glyceryl_trinitrate__max_dose,405.05907172995785,66.66666666666667,2698.6075949367096,8027
glyceryl_trinitrate__max_dose,4992.156118143461,2698.6075949367096,7586.497890295359,78
codeine__max_dose,6795.931134820563,3000.0,18183.72453928225,13145
codeine__max_dose,29571.517943743936,18183.72453928225,35898.06983511154,33689
codeine__max_dose,42224.62172647915,35898.06983511154,256062.07565470418,1501
dihydrocodeine__max_dose,33740.44265593562,5714.285714285715,269160.1609657948,7995
dihydrocodeine__max_dose,504579.879275654,269160.1609657948,1126760.5633802817,306
triamterene__max_dose,25208.31908019764,14538.198403648803,64166.666666666664,107
chlordiazepoxide__max_dose,4651.317980022197,2205.8823529411766,7446.1015538290785,381
chlordiazepoxide__max_dose,10240.88512763596,7446.1015538290785,72075.47169811321,266
clonazepam__max_dose,483.44496741491673,147.05882352941177,5322.2302679217955,448
indapamide__max_dose,1495.0956937799042,789.4736842105264,1993.181818181818,548
indapamide__max_dose,2491.267942583732,1993.181818181818,9090.90909090909,1239
chloral_hydrate__max_dose,697851.7838996507,143300.0,2607974.5951095587,61
sotalol__max_dose,39516.67756703727,31328.671328671328,59167.89253911556,168
sotalol__max_dose,78819.10751119384,59167.89253911556,358848.92086330935,124
adrenaline__max_dose,44444.69111111111,0.26666666666666666,121481.69348148147,68
adrenaline__max_dose,198518.69585185184,121481.69348148147,299259.39125925925,359
adrenaline__max_dose,400000.08666666667,299259.39125925925,592592.5925925926,355
dipyridamole__max_dose,196947.3684210526,21052.63157894737,291659.9190283401,291
dipyridamole__max_dose,386372.4696356275,291659.9190283401,923076.9230769231,105
hyoscine__max_dose,1091.3333333333333,133.33333333333334,5562.000000000001,348
hyoscine__max_dose,10032.666666666668,5562.000000000001,15141.999999999998,8893
hyoscine__max_dose,20251.33333333333,15141.999999999998,64000.0,319
clomethiazole__max_dose,191591.25358429528,128955.22388059701,1520866.9950738917,65
prasugrel__max_dose,10042.229750538958,4691.09947643979,19764.70588235294,56
lormetazepam__max_dose,505.2292268479184,280.3738317757009,753.7536108751062,112
lormetazepam__max_dose,1002.277994902294,753.7536108751062,2647.2727272727275,175
enalapril__max_dose,5240.438871473354,689.6551724137931,7768.652037617554,508
enalapril__max_dose,10296.865203761754,7768.652037617554,15353.291536050156,336
enalapril__max_dose,20409.717868338557,15353.291536050156,29511.28526645768,241
enalapril__max_dose,38612.8526645768,29511.28526645768,101818.18181818182,64
diltiazem__max_dose,59058.10123214286,1.025,90858.06535714286,132
diltiazem__max_dose,122658.02948214285,90858.06535714286,149915.1415892857,287
diltiazem__max_dose,177172.25369642855,149915.1415892857,208972.21782142855,291
diltiazem__max_dose,240772.18194642855,208972.21782142855,272572.14607142855,187
diltiazem__max_dose,304372.1101964286,272572.14607142855,908571.4285714285,97
carbamazepine__max_dose,104176.25016151958,51376.14678899082,156976.35353404834,1412
carbamazepine__max_dose,209776.4569065771,156976.35353404834,294256.6223026231,453
carbamazepine__max_dose,378736.7876986691,294256.6223026231,2163380.2816901407,111
carbidopa__max_dose,70600.73941562313,9550.387596899225,1753846.1538461538,118
naftidrofuryl__max_dose,102302.08084598329,78321.67832167832,611219.512195122,204
buspirone__max_dose,4913.264928944364,2055.9006211180126,7389.647329060535,369
buspirone__max_dose,9866.029729176706,7389.647329060535,40154.091392136026,57
fenofibrate__max_dose,159709.01898734178,59367.08860759494,180993.67088607594,132
fenofibrate__max_dose,202278.3227848101,180993.67088607594,235725.63291139237,160
fenofibrate__max_dose,269172.94303797465,235725.63291139237,667500.0,68
rasagiline__max_dose,1001.4741676234214,626.8656716417911,2369.230769230769,59
bezafibrate__max_dose,197145.54794520547,153424.65753424657,299160.9589041096,60
bezafibrate__max_dose,401176.36986301374,299160.9589041096,1125000.0,385
temazepam__max_dose,9985.753052917233,1492.5373134328358,14994.57259158752,8269
temazepam__max_dose,20003.392130257806,14994.57259158752,45047.48982360923,1012
quetiapine__max_dose,26625.42989417989,14021.16402116402,854305.5555555555,129
sertraline__max_dose,49052.19012115564,16091.954022988506,61949.673811742774,3914
sertraline__max_dose,74847.15750232991,61949.673811742774,87744.64119291704,219
sertraline__max_dose,100642.12488350419,87744.64119291704,302702.7027027027,556
bendroflumethiazide__max_dose,2491.734281640413,669.6428571428571,3762.9608568712656,10837
bendroflumethiazide__max_dose,5034.187432102119,3762.9608568712656,9144.486692015209,883
promazine__max_dose,25535.13293543136,13157.894736842105,838307.1079761259,95
valproate__max_dose,195116.6429587482,77477.47747747747,3438596.49122807,172
indoramin__max_dose,19909.81503840047,14906.832298136645,91875.7975329647,145
lidocaine__max_dose,19000.042093023258,0.046511627906976744,29000.039767441864,843
lidocaine__max_dose,39000.03744186047,29000.039767441864,44000.03627906977,3501
lidocaine__max_dose,49000.035116279076,44000.03627906977,64000.03162790699,230
lidocaine__max_dose,79000.0281395349,64000.03162790699,89000.0258139535,225
lidocaine__max_dose,99000.0234883721,89000.0258139535,200000.0,247
amantadine__max_dose,97090.4255319149,50000.0,774468.085106383,90
celiprolol__max_dose,198368.93032409452,116129.03225806452,683300.7430582714,65
atorvastatin__max_dose,9242.085661080077,4692.737430167598,14701.303538175049,5580
atorvastatin__max_dose,20160.52141527002,14701.303538175049,30169.087523277467,7584
atorvastatin__max_dose,40177.65363128491,30169.087523277467,60194.78584729982,3281
atorvastatin__max_dose,80211.91806331472,60194.78584729982,186666.66666666666,778
isosorbide_dinitrate__max_dose,19850.0,5000.0,115000.0,62
chlorpromazine__max_dose,25871.468926553673,5555.555555555556,374935.79866461223,248
lacidipine__max_dose,1982.9885057471265,1379.3103448275863,3004.597701149425,101
lacidipine__max_dose,4026.2068965517237,3004.597701149425,10666.666666666666,55
trimipramine__max_dose,24053.516819571865,8256.880733944954,37419.901199717715,76
trimipramine__max_dose,50786.28557986356,37419.901199717715,251282.05128205128,56
lisinopril__max_dose,5152.686435701703,1335.8778625954199,7697.225484439225,2083
lisinopril__max_dose,10241.764533176747,7697.225484439225,14906.752789195536,1351
lisinopril__max_dose,19571.741045214327,14906.752789195536,86153.84615384616,735
pravastatin__max_dose,9768.42105263158,2105.2631578947367,15073.684210526317,1052
pravastatin__max_dose,20378.947368421053,15073.684210526317,30400.000000000004,863
pravastatin__max_dose,40421.052631578954,30400.000000000004,120000.0,861
ondansetron__median_dose,3995.97423510467,1159.4202898550725,6038.29307568438,353
ondansetron__median_dose,8080.61191626409,6038.29307568438,23851.85185185185,172
sumatriptan__median_dose,10250.211466165414,1528.11004784689,14946.727614490774,106
sumatriptan__median_dose,19643.24376281613,14946.727614490774,35074.65396445659,178
sumatriptan__median_dose,50506.06416609706,35074.65396445659,62582.81997607655,3598
sumatriptan__median_dose,74659.57578605604,62582.81997607655,87407.26247436773,76
sumatriptan__median_dose,100154.94916267942,87407.26247436773,135714.2857142857,1071
almotriptan__median_dose,12562.056118376258,1177.5702580236189,16666.666666666668,268
midazolam__median_dose,10109.396914446002,869.5652173913044,41935.48387096774,307
fentanyl__median_dose,11.275456795513065,1.8461538461538463,18.01067318791251,342
fentanyl__median_dose,24.745889580311953,18.01067318791251,271.25480954213157,215
terazosin__median_dose,2034.4088552326377,357.14285714285717,16331.104743712194,65
flecainide__median_dose,50384.69494524117,15503.875968992248,75299.56564256184,120
flecainide__median_dose,100214.4363398825,75299.56564256184,347702.1519332677,125
verapamil__median_dose,42311.93672424441,33185.18518518518,60565.439802362875,108
verapamil__median_dose,78818.94288048134,60565.439802362875,100114.69647161955,61
verapamil__median_dose,121410.45006275777,100114.69647161955,179213.20981013292,196
verapamil__median_dose,237015.96955750804,179213.20981013292,641635.287789134,121
doxepin__median_dose,10221.267573552503,3.447719449225473,17652.409285627615,74
doxepin__median_dose,25083.550997702725,17652.409285627615,185781.990521327,137
bupropion__median_dose,151416.9034090909,95312.5,170652.69886363635,1046
bupropion__median_dose,189888.49431818182,170652.69886363635,197903.4090909091,96
bupropion__median_dose,205918.32386363635,197903.4090909091,415909.0909090909,98
rizatriptan__median_dose,4965.4532967032965,865.3846153846154,7450.343406593407,80
rizatriptan__median_dose,9935.233516483517,7450.343406593407,25714.285714285714,783
thioridazine__median_dose,10480.270211245235,2343.75,17454.430392312577,201
thioridazine__median_dose,24428.590573379923,17454.430392312577,234815.75603557815,133
lithium__median_dose,407557.34647079743,57142.857142857145,2860458.7717663795,72
tadalafil__median_dose,4841.152473227945,566.0377358490566,7406.221315655278,453
tadalafil__median_dose,9971.290158082611,7406.221315655278,12536.359000509943,1989
tadalafil__median_dose,15101.427842937275,12536.359000509943,17666.496685364607,158
