BNF_Presentation_Code,BNF_Presentation,BNF_Product,BNF_Chemical_Substance,BNF_Subparagraph,BNF_Paragraph,BNF_Section,BNF_Chapter
0302000N0BJABBG,Aloflute_Inh 250mcg/25mcg (120D),Aloflute,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BKAAAY,Fusacomb Easyhaler_Inha 250/50mcg (60 D),Fusacomb Easyhaler,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BKABAZ,Fusacomb Easyhaler_Inha 500/50mcg (60 D),Fusacomb Easyhaler,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BLAABE,Combisal_Inha 50mcg/25mcg (120 D),Combisal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BLABBF,Combisal_Inha 125mcg/25mcg (120 D),Combisal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000N0BLACBG,Combisal_Inha 250mcg/25mcg (120 D),Combisal,Fluticasone Propionate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0AAAAAA,Mometasone Fur_Pdr For Inh 200mcg (30 D),Mometasone Fur (Inh),Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0AAABAB,Mometasone Fur_Pdr For Inh 200mcg (60 D),Mometasone Fur (Inh),Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0AAACAC,Mometasone Fur_Pdr For Inh 400mcg (30 D),Mometasone Fur (Inh),Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0AAADAD,Mometasone Fur_Pdr For Inh 400mcg (60 D),Mometasone Fur (Inh),Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0BBAAAA,Asmanex Twisthaler_D/P Inh 200mcg (30 D),Asmanex,Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0BBABAB,Asmanex Twisthaler_D/P Inh 200mcg (60 D),Asmanex,Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0BBACAC,Asmanex Twisthaler_D/P Inh 400mcg (30 D),Asmanex,Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000R0BBADAD,Asmanex Twisthaler_D/P Inh 400mcg (60 D),Asmanex,Mometasone Furoate,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000T0AAAAAA,Triamcinol Aceton_Inha 60mg (240 D),Triamcinol Aceton (Inh),Triamcinolone Acetonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000T0BBAAAA,Azmacort_Inha 60mg (240 D),Azmacort,Triamcinolone Acetonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0AAAAAA,Ciclesonide_Inh 80mcg (120 D) CFF,Ciclesonide,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0AAABAB,Ciclesonide_Inh 160mcg (120 D) CFF,Ciclesonide,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0AAACAC,Ciclesonide_Inh 160mcg (60 D) CFF,Ciclesonide,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0BBAAAA,Alvesco 80_Inh 80mcg (120 D) CFF,Alvesco,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0BBABAB,Alvesco 160_Inh 160mcg (120 D) CFF,Alvesco,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000U0BBACAC,Alvesco 160_Inh 160mcg (60 D) CFF,Alvesco,Ciclesonide,Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000V0AAAAAA,Fluticasone/Vilanterol_Inha 184/22mcg30D,Fluticasone Fur (Inh),Fluticasone Furoate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000V0AAABAB,Fluticasone/Vilanterol_Inha 92/22mcg 30D,Fluticasone Fur (Inh),Fluticasone Furoate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000V0BBAAAA,Relvar Ellipta_Inha 184mcg/22mcg (30 D),Relvar Ellipta,Fluticasone Furoate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000V0BBABAB,Relvar Ellipta_Inha 92mcg/22mcg (30 D),Relvar Ellipta,Fluticasone Furoate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0302000V0BCAAA0,Trelegy Ellipta_Inha 92/55/22mcg (30 D),Trelegy Ellipta,Fluticasone Furoate (Inh),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Corticosteroids (Respiratory),Respiratory System
0303010J0AAAAAA,Nedocromil Sod_Inha 2mg (112 D),Nedocromil Sod (Inh),Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0AAABAB,Nedocromil Sod_Inha 2mg (56 D),Nedocromil Sod (Inh),Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0AAACAC,Nedocromil Sod_Inha 2mg (112 D) + Spac,Nedocromil Sod (Inh),Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0AAADAD,Nedocromil Sod_Inha 2mg (112 D) CFF,Nedocromil Sod (Inh),Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBAAAA,Tilade_Inha 2mg (112 D),Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBABAB,Tilade_Inha 2mg (56 D),Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBACAA,Tilade_Mint Inha 2mg (112 D),Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBADAB,Tilade_Mint Inha 2mg (56 D),Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBAEAC,Tilade_Mint Syncroner Inha 2mg (112 D),Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010J0BBAFAD,Tilade_Inha 2mg (112 D) CFF,Tilade,Nedocromil Sodium,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAAAA,Sod Cromoglicate_Inha 1mg (200 D),Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAABAB,Sod Cromoglicate_Inha 5mg (112 D),Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAADAD,Sod Cromoglicate_Pdr For Inh Cap 20mg,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAEAE,Sod Cromoglicate_Inh Soln 20mg/2ml Ud,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAGAG,Gppe Pdr For Inh Cap_Intal Co,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAHAH,Sod Cromoglicate_Inha B/A 5mg (112 D),Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAIAI,Gppe Inha_Aerocrom (200 D),Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAJAJ,Sod Cromoglicate_Inha 5mg (112 D) + Spac,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAKAK,Gppe Syncroner Inha_Aerocrom (200 D),Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAALAL,Sod Cromoglicate_Inha 5mg (112 D) + LVSD,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAAMAM,Sod Cromoglicate_Inha 5mg (112D)     @gn,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0AAANAN,Sod Cromoglicate_Inha 5mg (112D) CFF,Sod Cromoglicate (Inh),Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAAAA,Intal_Inha 1mg (200 D),Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBACAD,Intal_Spincap 20mg,Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAEAE,Intal_Neb Soln 20mg/2ml Ud,Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAFAB,Intal_Inha 5mg (112 D),Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAGAB,Intal 5_Inha 5mg (112 D),Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAHAG,Intal_Co Spincap,Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAIAH,Intal_Autohaler 5mg (112 D),Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAJAL,Intal_Fisonair 5mg (112 D) Inha + Spac,Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBAKAJ,Intal_Syncroner Aero 5mg (112 D),Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BBALAN,Intal_Inha 5mg (112 D) CFF,Intal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BDAAAA,Lomudal_Inha 1mg (200 D),Lomudal,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BEAAAB,Glycavent_Inha 5mg (112 D),Glycavent,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BFAAAE,Steri-Neb Cromogen_Soln 10mg/ml 2ml Ud,Cromogen,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BFABAB,Cromogen_Inha 5mg (112 D),Cromogen,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BFACAE,Cromogen_Steri-Neb Soln 20mg/2ml Ud,Cromogen,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BFADAH,Cromogen E-Breathe_Inha 5mg (112 D),Cromogen,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BGAAAI,Aerocrom_Inha (200 D),Aerocrom,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BGABAK,Aerocrom_Syncroner Inha (200 D),Aerocrom,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303010Q0BHAAAE,Cromosol_Neb Soln 20mg/2ml Ud,Cromosol,Sodium Cromoglicate,Cromoglycate and Related Therapy,Cromoglycate and Related Therapy,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0AAAAAA,Montelukast_Tab Chble 5mg S/F,Montelukast,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0AAABAB,Montelukast_Tab 10mg,Montelukast,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0AAACAC,Montelukast_Tab Chble 4mg S/F,Montelukast,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0AAADAD,Montelukast_Gran Sach 4mg S/F,Montelukast,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0BBAAAA,Singulair_Tab Paed Chble 5mg,Singulair,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0BBABAB,Singulair_Tab 10mg,Singulair,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0BBACAC,Singulair_Tab Paed Chble 4mg,Singulair,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020G0BBADAD,Singulair_Gran Sach Paed 4mg,Singulair,Montelukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020Y0AAAAAA,Zileuton_Tab 600mg,Zileuton,Zileuton,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020Y0BBAAAA,Zyflo_Tab 600mg,Zyflo,Zileuton,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020Z0AAAAAA,Zafirlukast_Tab 20mg,Zafirlukast,Zafirlukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303020Z0BBAAAA,Accolate_Tab 20mg,Accolate,Zafirlukast,Leukotriene Receptor Antagonists,Leukotriene Receptor Antagonists,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303030B0AAAAAA,Roflumilast_Tab 500mcg,Roflumilast,Roflumilast,Phosphodiesterase Type-4 Inhibitors,Phosphodiesterase Type-4 Inhibitors,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303030B0AAABAB,Roflumilast_Tab 250mcg,Roflumilast,Roflumilast,Phosphodiesterase Type-4 Inhibitors,Phosphodiesterase Type-4 Inhibitors,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303030B0BBAAAA,Daxas_Tab 500mcg,Daxas,Roflumilast,Phosphodiesterase Type-4 Inhibitors,Phosphodiesterase Type-4 Inhibitors,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
0303030B0BBABAB,Daxas_Tab 250mcg,Daxas,Roflumilast,Phosphodiesterase Type-4 Inhibitors,Phosphodiesterase Type-4 Inhibitors,"Cromoglycate,Rel,Leukotriene Antagonists",Respiratory System
030401000BNAFA0,Antistin_Tab 100mg,Proprietary Co Prepn Bnf 0304010,Other Antihistamine Preps,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401000BNAKA0,Lanes_Hay Fever Tab,Proprietary Co Prepn Bnf 0304010,Other Antihistamine Preps,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401000BNAMA0,Soventol-C_Tab,Proprietary Co Prepn Bnf 0304010,Other Antihistamine Preps,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401010AAAAAA,Tritoqualine_Tab 100mg,Tritoqualine,Tritoqualine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401010BBAAAA,Hypostamine_Tab 100mg,Hypostamine,Tritoqualine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401020AAAAAA,Hydroxyzine Embon_Cap 25mg,Hydroxyzine Embon,Hydroxyzine Embonate,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
030401020BBAAAA,Equipose_Cap 25mg,Equipose,Hydroxyzine Embonate,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
0304010A0AAAAAA,Acrivastine_Cap 8mg,Acrivastine,Acrivastine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
0304010A0AAABAB,Acrivastine_Cap 8mg                  @gn,Acrivastine,Acrivastine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
0304010A0AAACAC,Acrivastine/Pseudoephed_Cap 8mg/60mg,Acrivastine,Acrivastine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
0304010A0BBAAAA,Semprex_Cap 8mg,Semprex,Acrivastine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
0304010A0BCAAAA,Benadryl_Allergy Relief Cap 8mg,Benadryl (Acrivastine),Acrivastine,Antihistamines,Antihistamines,"Antihist, Hyposensit & Allergic Emergen",Respiratory System
