substance,code,doses,quantities
['ivabradine'],bB12.,"[('7500', 'mcg')]",[]
['amiodarone'],bb13.,"[('150000', 'mcg')]","[('150000', 'sztuk')]"
['amiodarone'],bb14.,"[('100000', 'mcg')]",[]
['amiodarone'],bb15.,"[('200000', 'mcg')]",[]
['amiodarone'],bb16.,"[('100000', 'mcg')]",[]
['amiodarone'],bb17.,"[('200000', 'mcg')]",[]
['amiodarone'],bb18.,"[('30000', 'mcg')]","[('10', 'sztuk')]"
['amiodarone'],bb1w.,"[('300000', 'mcg')]",[]
['amiodarone'],bb1x.,"[('100000', 'mcg')]",[]
['amiodarone'],bb1y.,"[('200000', 'mcg')]",[]
['ivabradine'],bB1y.,"[('7500', 'mcg')]",[]
['amiodarone'],bb1z.,"[('150000', 'mcg')]",[]
['ivabradine'],bB1z.,"[('5000', 'mcg')]",[]
['verapamil'],bb3..,[],[]
['verapamil'],bb31.,"[('40000', 'mcg')]",[]
['verapamil'],bb32.,"[('80000', 'mcg')]",[]
['verapamil'],bb33.,"[('120000', 'mcg')]",[]
['verapamil'],bb34.,"[('40000', 'mcg')]",[]
['verapamil'],bb35.,"[('80000', 'mcg')]",[]
['verapamil'],bb36.,"[('120000', 'mcg')]",[]
['verapamil'],bb37.,"[('160000', 'mcg')]",[]
['verapamil'],bb38.,"[('40000', 'mcg')]",[]
['verapamil'],bb39.,"[('80000', 'mcg')]",[]
['verapamil'],bb3a.,"[('120000', 'mcg')]",[]
['verapamil'],bb3A.,"[('240000', 'mcg')]",[]
['verapamil'],bb3b.,"[('160000', 'mcg')]",[]
['verapamil'],bb3B.,"[('120000', 'mcg')]",[]
['verapamil'],bb3c.,"[('5000', 'mcg')]",[]
['verapamil'],bb3C.,"[('120000', 'mcg')]",[]
['verapamil'],bb3d.,"[('40000', 'mcg')]",[]
['verapamil'],bb3D.,"[('40000', 'mcg')]",[]
['verapamil'],bb3e.,"[('80000', 'mcg')]",[]
['verapamil'],bb3E.,"[('5000', 'mcg')]",[]
['verapamil'],bb3f.,"[('120000', 'mcg')]",[]
['verapamil'],bb3F.,"[('120000', 'mcg')]",[]
['verapamil'],bb3g.,"[('120000', 'mcg')]",[]
['verapamil'],bb3h.,"[('160000', 'mcg')]",[]
['verapamil'],bb3i.,"[('160000', 'mcg')]",[]
['verapamil'],bb3j.,"[('240000', 'mcg')]",[]
['verapamil'],bb3k.,"[('240000', 'mcg')]",[]
['verapamil'],bb3K.,[],[]
['verapamil'],bb3l.,"[('120000', 'mcg')]","[('28', 'sztuk')]"
['verapamil'],bb3L.,[],[]
['verapamil'],bb3m.,"[('180000', 'mcg')]","[('56', 'sztuk')]"
['verapamil'],bb3M.,[],[]
['verapamil'],bb3n.,"[('240000', 'mcg')]","[('28', 'sztuk')]"
['verapamil'],bb3N.,"[('40000', 'mcg')]",[]
['verapamil'],bb3o.,"[('5000', 'mcg')]",[]
['verapamil'],bb3O.,"[('240000', 'mcg')]",[]
['verapamil'],bb3p.,"[('40000', 'mcg')]",[]
['verapamil'],bb3P.,"[('240000', 'mcg')]",[]
['verapamil'],bb3q.,"[('80000', 'mcg')]",[]
['verapamil'],bb3Q.,"[('120000', 'mcg')]",[]
['verapamil'],bb3r.,"[('120000', 'mcg')]",[]
['verapamil'],bb3s.,[],[]
['verapamil'],bb3t.,"[('5000', 'mcg')]",[]
['verapamil'],bb3v.,"[('120000', 'mcg')]",[]
['verapamil'],bb3w.,"[('160000', 'mcg')]",[]
['verapamil'],bb3y.,"[('240000', 'mcg')]",[]
['verapamil'],bb3z.,"[('180000', 'mcg')]",[]
['dronedarone'],bb4..,[],[]
['dronedarone'],bb41.,"[('400000', 'mcg')]",[]
['dronedarone'],bb4z.,"[('400000', 'mcg')]",[]
['disopyramide'],bc2..,[],[]
['disopyramide'],bc21.,"[('100000', 'mcg')]",[]
['disopyramide'],bc22.,"[('150000', 'mcg')]",[]
['disopyramide'],bc23.,"[('150000', 'mcg')]",[]
['disopyramide'],bc24.,"[('100000', 'mcg')]",[]
['disopyramide'],bc25.,"[('150000', 'mcg')]",[]
['disopyramide'],bc26.,"[('50000', 'mcg')]",[]
['disopyramide'],bc27.,"[('250000', 'mcg')]",[]
['disopyramide'],bc28.,"[('100000', 'mcg')]",[]
['disopyramide'],bc29.,"[('250000', 'mcg')]",[]
['disopyramide'],bc2a.,"[('250000', 'mcg')]",[]
['disopyramide'],bc2w.,"[('150000', 'mcg')]",[]
['disopyramide'],bc2y.,"[('50000', 'mcg')]",[]
['disopyramide'],bc2z.,"[('250000', 'mcg')]",[]
['flecainide'],bc3..,[],[]
['flecainide'],bc31.,"[('100000', 'mcg')]",[]
['flecainide'],bc32.,"[('150000', 'mcg')]",[]
['flecainide'],bc33.,"[('50000', 'mcg')]",[]
['flecainide'],bc34.,"[('200000', 'mcg')]",[]
['flecainide'],bc3w.,"[('200000', 'mcg')]",[]
['flecainide'],bc3x.,"[('50000', 'mcg')]",[]
['flecainide'],bc3y.,"[('100000', 'mcg')]",[]
['flecainide'],bc3z.,"[('150000', 'mcg')]",[]
['lidocaine'],bc4..,[],[]
['lidocaine'],bc41.,"[('0.1', '%')]","[('500', 'sztuk')]"
['lidocaine'],bc42.,"[('0.1', '%')]",[]
['lidocaine'],bc43.,"[('0.2', '%')]","[('500', 'sztuk')]"
['lidocaine'],bc44.,"[('0.2', '%')]",[]
['lidocaine'],bc45.,"[('100000', 'mcg')]",[]
